TransactionID,Items,TotalCost,UserID,date,paymentMethod
250,"Red Velvet Cake Shake, Salad, Lemon Green Coffee, Bagel, Gourmet Belgian Cold Chocolate, Donut, Filter Coffee",1410,9445,08-06-2024,Cash
251,"Mousse, Macchiato",400,598,21-06-2024,Cash
252,"Muffin, Hazelnut Brownie Cake Shake, Herbal Tea, Hot Velvet Coffee, Filter Coffee, Long Macchiato",1150,6140,13-02-2024,Cash
253,Chocolate Fantasy Cake Shake,270,4744,26-04-2024,UPI
254,"Cafe Latte, Iced Coffee, Pineapple Delight Pastry, Hot Tea Latte, Peach Iced Tea",1090,3139,28-10-2024,Mobile Wallet
255,"Cortado, Gourmet Belgian Cold Chocolate, Cake, Bagel, Black Eye",1070,6774,25-02-2024,Mobile Wallet
256,"Hot Tea Latte, Pasta, Elaichi Tea, Peach Iced Tea, Hot Velvet Coffee, Dark Frappe",1440,4153,18-09-2024,Card
257,Alphonso Mango Frappe,280,3649,25-05-2024,Mobile Wallet
258,"Gourmet Belgian Cold Chocolate, Hot Tea Latte, Long Macchiato, Cocoa Fantasy Pastry",940,8777,28-10-2024,UPI
259,"Alphonso Mango Frappe, Ginger Tea, Long Black, Sandwich",910,4757,01-06-2024,Card
260,Cheesecake Shake,270,1901,27-09-2024,UPI
261,"Danish, Red Velvet Cake Shake, Chocolate Fantasy Cake Shake, Tropical Iceberg",960,3869,23-02-2024,UPI
262,"Elaichi Tea, Vegan Shake, Iced Mocha",710,8335,13-09-2024,Mobile Wallet
263,"Filter Coffee, Watermelon Granita",320,7382,22-04-2024,Mobile Wallet
264,"Quiche, Cake",520,4729,26-02-2024,UPI
265,"Vegan Shake, Popcorn, Vanilla Cappuccino, Mousse, Bagel",920,9752,14-10-2024,Cash
266,"Vienna, Cortado, Long Macchiato, Filter Coffee, Cutlet, Red Velvet Cake Shake, Mousse, Iced Coffee",1610,8695,03-04-2024,Cash
267,"Red Eye, Filter Coffee, Iced Cappuccino",560,8064,20-08-2024,UPI
268,"Scone, Black Eye, Popcorn",390,1881,09-10-2024,Mobile Wallet
269,"Turmeric Ginger Cappuccino, Elaichi Tea, Muffin, Iced Cappuccino, Vanilla Cappuccino, Cocoa Fantasy Pastry, Hot Tea Latte, Gourmet Belgian Hot Chocolate",1820,1169,25-03-2024,Mobile Wallet
270,"Donut, Red Velvet Cake Shake, Brioche, Brownie, Peach Iced Tea, Dark Frappe, Black Eye",1340,9487,30-12-2024,Mobile Wallet
271,"Scone, Ginger Tea, Sandwich, Tropical Iceberg, Soup",950,100,01-07-2024,UPI
272,"Alphonso Mango Frappe, Long Macchiato, Crackling Brownie Pastry, Chocolate Fantasy Cake Shake, Muffin, Filter Coffee, Elaichi Tea",1370,3572,15-05-2024,Card
273,"Cheesecake Shake, Tropical Iceberg, Long Black, Cortado, Cookie",1030,920,28-05-2024,UPI
274,"Breve, Cafe Latte, Hazelnut Brownie Cake Shake, Cupcake, Bagel, Danish",1200,6931,01-08-2024,Cash
275,"Danish, Lemon Cake Shake, Iced Cappuccino, Alphonso Mango Frappe, Cake, Cheesecake Shake",1470,6793,11-02-2024,Mobile Wallet
276,"Gourmet Belgian Hot Chocolate, Crackling Brownie Pastry, Cheesecake Shake, Macaron, Red Eye, Eclair",1350,3698,10-08-2024,Cash
277,"Brioche, Peach Iced Tea, Bagel, Scone, Quiche, Hot Tea Latte, Iced Coffee, Classic Lemonade",1540,5348,24-12-2024,Cash
278,"Cake, Watermelon Granita, Macaron, Quiche, Cookie, Hot Velvet Coffee, Masala Tea, Black Eye",1670,2389,27-10-2024,UPI
279,"Espresso, Brownie, Alphonso Mango Frappe, Red Velvet Cake Shake, Pasta",1160,1891,12-07-2024,Mobile Wallet
280,"Red Eye, Vienna, Iced Tea Latte, Soup, Crackling Brownie Pastry, Iced Mocha, Filter Coffee",1400,7331,27-03-2024,Card
281,"Flavoured Ice Cream, Iced Coffee",470,644,14-01-2024,Cash
282,"Bagel, Crackling Brownie Pastry, Lemon Green Coffee",590,7973,14-12-2024,UPI
283,"Pizza, Elaichi Tea, Salad, Long Macchiato, Vienna, Mousse, Cafe Latte, Filter Coffee",1740,7932,02-08-2024,Cash
284,"Pudding, Flavoured Ice Cream, Iced Latte, Vanilla Latte, Popcorn, Pizza",1400,5705,18-05-2024,Mobile Wallet
285,"Red Eye, Chocolate Fantasy Cake Shake",450,2071,13-04-2024,Card
286,"Burrito, Lemon Green Coffee",540,6060,04-11-2024,Cash
287,"Masala Tea, Scone, Pineapple Delight Pastry",500,4532,08-10-2024,Card
288,"Flavoured Ice Cream, Baguette, Gourmet Belgian Cold Chocolate, Brioche, Cookie, Donut, Scone",1210,5834,22-05-2024,UPI
289,"Pudding, Iced Mocha, Pineapple Delight Pastry",650,3137,07-12-2024,UPI
290,"Lemon Green Coffee, Baguette, Green Tea, Americano, Crunchy Frappe",1000,2971,19-11-2024,Card
291,"Flavoured Ice Cream, Green Tea, Soup, Iced Cappuccino, Lemon Green Coffee, Elaichi Tea, Granola Bar",1460,4443,08-05-2024,UPI
292,"Pudding, Iced Cappuccino",460,650,13-02-2024,Cash
293,"Crackling Brownie Pastry, Pineapple Delight Pastry",390,2837,30-04-2024,Cash
294,"Iced Tea Latte, Long Black",450,2356,22-05-2024,Cash
295,"Flat White, Black Eye, Earl Grey Orange Tea, Long Black, Vegan Shake, Cappuccino, Burrito",1580,3501,14-09-2024,Mobile Wallet
296,"Donut, Lemon Green Coffee, Bagel, Vanilla Latte, Brownie, Espresso, Flat White, Green Tea",1470,7836,06-10-2024,Mobile Wallet
297,Macchiato,200,866,11-09-2024,Card
298,Dark Frappe,260,5914,12-06-2024,Cash
299,"Affogato, Herbal Tea, Classic Lemonade, Cheesecake Shake",840,71,05-10-2024,Card
300,"Iced Mocha, Breve, Alphonso Mango Frappe, Peach Iced Tea, Macchiato, Crunchy Frappe, Brownie",1610,9073,10-07-2024,Card
301,"Cake, Eclair, Tacos",650,8971,06-11-2024,UPI
302,"Long Black, Sandwich, Cupcake, Quiche, Pasta",1200,686,19-12-2024,Card
303,"Lemon Cake Shake, Affogato, Panini, Pineapple Delight Pastry, Eclair",1140,8892,31-07-2024,UPI
304,"Crunchy Frappe, Cutlet, Americano, Iced Mocha, Peach Iced Tea, Long Macchiato, Crackling Brownie Pastry",1510,3346,25-07-2024,Card
305,"Scone, Crackling Brownie Pastry, Quiche, Cookie, Lemon Cake Shake",1000,1269,01-08-2024,UPI
306,"Pizza, Herbal Tea, Watermelon Mojito, Granola Bar, Panini, Iced Coffee, Vanilla Latte, Cocoa Fantasy Pastry",1910,6838,22-11-2024,Cash
307,Flat White,230,621,04-09-2024,UPI
308,Hot Tea Latte,220,587,10-08-2024,Mobile Wallet
309,"Iced Coffee, Crunchy Frappe, Brioche, Watermelon Mojito, Hot Tea Latte, Red Eye, Turmeric Ginger Cappuccino",1540,3784,13-08-2024,Card
310,"Dark Frappe, Popcorn, Vegan Shake, Masala Tea, Espresso",920,9996,09-07-2024,Cash
311,"Hazelnut Brownie Cake Shake, Lemon Green Coffee, Iced Cappuccino",800,9667,18-02-2024,Cash
312,Cafe Latte,230,6535,20-01-2024,Cash
313,"Scone, Hot Velvet Coffee",380,1962,13-01-2024,Mobile Wallet
314,Hazelnut Brownie Cake Shake,280,6364,01-01-2024,UPI
315,"Iced Latte, Herbal Tea, Muffin",570,6031,07-08-2024,Mobile Wallet
316,"Salad, Brownie, Alphonso Mango Frappe, Red Velvet Cake Shake, Scone, Iced Latte, Flavoured Ice Cream, Gourmet Belgian Cold Chocolate",1900,3646,16-11-2024,UPI
317,"Muffin, Iced Tea Latte, Americano, Gourmet Belgian Hot Chocolate",870,3399,23-01-2024,Card
318,"Herbal Tea, Turmeric Ginger Cappuccino, Granola Bar, Bagel, Pasta, Filter Coffee, Gourmet Belgian Cold Chocolate, Red Eye",1690,7155,04-07-2024,Cash
319,"Iced Coffee, Hot Velvet Coffee, Cutlet",620,7175,12-06-2024,UPI
320,"Lemon Cake Shake, Crunchy Frappe, Baguette, Gourmet Belgian Cold Chocolate",970,9158,07-10-2024,UPI
321,"Cocoa Fantasy Pastry, Americano, Pineapple Delight Pastry, Gourmet Belgian Cold Chocolate, Black Eye, Dark Frappe, Iced Tea Latte, Baguette",1710,3209,30-03-2024,Mobile Wallet
322,Soup,150,9138,15-10-2024,Card
323,"Brownie, Masala Tea, Elaichi Tea",510,462,22-07-2024,Card
324,"Cocoa Fantasy Pastry, Brioche, Cafe Latte",550,5871,11-04-2024,Cash
325,"Cake, Brownie, Lemon Green Coffee, Affogato, Macaron",1050,7650,09-12-2024,UPI
326,"Flavoured Ice Cream, Elaichi Tea",430,7682,10-05-2024,UPI
327,Crackling Brownie Pastry,200,1809,03-01-2024,UPI
328,"Cappuccino, Cookie, Cake, Crunchy Frappe, Panini, Flavoured Ice Cream",1340,5965,01-07-2024,Card
329,"Eclair, Red Eye, Pudding, Salad, Soup",910,3949,11-07-2024,Cash
330,"Pizza, Cortado, Alphonso Mango Frappe",830,3622,26-05-2024,Cash
331,"Vanilla Latte, Cortado, Chocolate Fantasy Cake Shake, Cocoa Fantasy Pastry, Pineapple Delight Pastry",1110,2511,21-12-2024,Cash
332,"Cupcake, Cheesecake Shake, Crunchy Frappe, Espresso, Masala Tea, Flavoured Ice Cream, Eclair, Long Black",1630,7783,30-10-2024,UPI
333,"Watermelon Mojito, Bagel, Masala Tea, Cafe Latte, Donut",910,5584,10-10-2024,Cash
334,"Mousse, Vanilla Cappuccino, Pineapple Delight Pastry, Popcorn, Cappuccino, Cake",1150,5247,06-06-2024,Mobile Wallet
335,"Crunchy Frappe, Earl Grey Orange Tea, Masala Tea, Espresso, Iced Latte, Long Black, Gourmet Belgian Hot Chocolate",1570,8562,19-09-2024,UPI
336,"Cafe Latte, Espresso, Vanilla Latte",650,7368,24-02-2024,Mobile Wallet
337,"Cake, Lemon Cake Shake, Turmeric Ginger Cappuccino, Chocolate Fantasy Cake Shake",1020,8754,06-08-2024,Mobile Wallet
338,"Black Eye, Breve, Lemon Green Coffee, Vegan Shake, Macchiato",1090,2170,08-09-2024,Card
339,"Filter Coffee, Cake, Hot Velvet Coffee, Iced Cappuccino",850,9285,19-04-2024,Card
340,"Long Macchiato, Filter Coffee, Macaron, Lemon Green Coffee",760,9387,31-05-2024,Cash
341,"Watermelon Granita, Flat White, Espresso, Soup",750,8870,04-04-2024,Card
342,"Cupcake, Vanilla Latte, Crunchy Frappe, Scone, Flat White",1030,4113,11-01-2024,Cash
343,"Cocoa Fantasy Pastry, Quiche, Dark Frappe, Soup, Cafe Latte, Cappuccino, Scone",1470,9506,15-05-2024,Cash
344,"Affogato, Bagel",390,7455,18-09-2024,Card
345,"Breve, Long Black, Cheesecake Shake, Tacos, Earl Grey Orange Tea, Sandwich, Popcorn, Vanilla Latte",1740,1028,05-07-2024,UPI
346,"Americano, Baguette",330,8474,07-12-2024,Cash
347,"Black Eye, Vanilla Cappuccino, Crackling Brownie Pastry",620,3253,18-06-2024,Card
348,Panini,280,9114,03-11-2024,Cash
349,"Vienna, Turmeric Ginger Cappuccino, Vanilla Cappuccino, Scone",890,5942,04-06-2024,Card
350,"Hazelnut Brownie Cake Shake, Vanilla Latte, Espresso",700,9540,24-02-2024,Mobile Wallet
351,"Gourmet Belgian Cold Chocolate, Red Velvet Cake Shake, Lemon Cake Shake, Panini, Peach Iced Tea, Iced Latte",1630,4047,09-04-2024,Cash
352,Mousse,200,5578,17-02-2024,Cash
353,"Earl Grey Orange Tea, Long Black, Sandwich, Pudding, Cappuccino",1050,1170,05-02-2024,Mobile Wallet
354,"Masala Tea, Breve, Danish, Scone, Gourmet Belgian Cold Chocolate, Croissant, Iced Cappuccino",1400,69,08-10-2024,Card
355,"Cookie, Vanilla Cappuccino, Americano, Burrito, Classic Lemonade, Cupcake, Cappuccino",1360,6096,20-05-2024,Cash
356,"Iced Cappuccino, Cappuccino, Watermelon Granita, Turmeric Ginger Cappuccino, Crackling Brownie Pastry, Breve",1420,1349,06-10-2024,Cash
357,"Mousse, Cappuccino, Ginger Tea",600,942,02-07-2024,Cash
358,"Dark Frappe, Macchiato",460,2321,15-09-2024,Mobile Wallet
359,"Hot Tea Latte, Cake, Espresso, Affogato, Long Macchiato, Cocoa Fantasy Pastry",1230,1747,26-05-2024,Card
360,Lemon Cake Shake,250,2514,31-07-2024,Cash
361,"Cake, Iced Coffee, Baguette, Herbal Tea, Red Eye, Hazelnut Brownie Cake Shake, Popcorn",1310,9016,06-08-2024,Cash
362,"Bagel, Chocolate Fantasy Cake Shake, Dark Frappe",680,9100,03-05-2024,Mobile Wallet
363,"Watermelon Granita, Gourmet Belgian Cold Chocolate",540,9519,12-04-2024,UPI
364,"Macaron, Gourmet Belgian Cold Chocolate, Pizza, Burrito, Watermelon Granita, Green Tea, Espresso, Flat White",1950,7800,10-04-2024,UPI
365,"Cortado, Flat White",430,5733,30-09-2024,UPI
366,"Red Eye, Watermelon Granita, Sandwich, Panini, Cookie, Danish, Iced Tea Latte",1470,4347,24-12-2024,UPI
367,"Filter Coffee, Herbal Tea, Chocolate Fantasy Cake Shake, Salad, Elaichi Tea, Green Tea, Cookie",1250,1610,19-06-2024,UPI
368,"Chocolate Fantasy Cake Shake, Cortado, Tropical Iceberg, Mousse, Bagel, Black Eye, Baguette, Croissant",1490,1311,05-05-2024,Mobile Wallet
369,"Sandwich, Peach Iced Tea, Macaron, Panini, Espresso, Bagel, Gourmet Belgian Hot Chocolate",1580,9359,26-03-2024,Mobile Wallet
370,"Red Velvet Cake Shake, Muffin, Croissant",500,5203,15-07-2024,Cash
371,Muffin,120,8991,25-04-2024,Card
372,"Cookie, Brioche, Pizza, Flat White, Quiche, Americano",1320,9604,02-12-2024,Cash
373,"Baguette, Iced Cappuccino, Alphonso Mango Frappe, Brownie",860,7214,20-02-2024,Card
374,Dark Frappe,260,7354,15-10-2024,Card
375,"Alphonso Mango Frappe, Flat White, Espresso, Dark Frappe, Vanilla Latte, Sandwich, Lemon Cake Shake, Popcorn",1770,9584,20-11-2024,Mobile Wallet
376,"Peach Iced Tea, Hazelnut Brownie Cake Shake, Herbal Tea, Cocoa Fantasy Pastry, Danish, Ginger Tea",1220,1981,08-05-2024,Cash
377,"Vegan Shake, Pizza, Long Black, Muffin, Cutlet",1070,3045,13-05-2024,Mobile Wallet
378,Cookie,120,1745,09-03-2024,Cash
379,Donut,100,9054,30-12-2024,UPI
380,"Cupcake, Gourmet Belgian Cold Chocolate, Espresso, Tacos, Gourmet Belgian Hot Chocolate",1190,1845,27-10-2024,Mobile Wallet
381,"Americano, Iced Tea Latte, Breve, Burrito, Iced Coffee, Vanilla Cappuccino, Cortado, Alphonso Mango Frappe",1890,9538,21-12-2024,Cash
382,"Red Eye, Baguette, Iced Latte, Cookie, Tropical Iceberg, Peach Iced Tea, Crunchy Frappe, Donut",1540,283,21-08-2024,UPI
383,"Muffin, Cortado, Croissant, Macaron, Breve, Black Eye, Mousse, Pizza",1570,9074,07-04-2024,Mobile Wallet
384,"Popcorn, Alphonso Mango Frappe, Red Eye, Cortado",740,2636,17-10-2024,Card
385,"Cookie, Cutlet, Filter Coffee, Cafe Latte",600,9525,09-05-2024,Cash
386,"Green Tea, Hazelnut Brownie Cake Shake, Cocoa Fantasy Pastry, Pudding, Classic Lemonade, Donut, Flavoured Ice Cream",1320,4014,27-02-2024,UPI
387,"Danish, Filter Coffee",270,5967,06-06-2024,Mobile Wallet
388,"Lemon Green Coffee, Gourmet Belgian Cold Chocolate, Flavoured Ice Cream, Granola Bar, Red Eye, Flat White, Cupcake, Pasta",1850,6043,21-12-2024,UPI
389,"Pasta, Cake, Dark Frappe, Crunchy Frappe, Red Eye, Macchiato, Alphonso Mango Frappe, Vanilla Latte",1960,734,01-02-2024,UPI
390,Brioche,140,4568,12-02-2024,Cash
391,"Hot Velvet Coffee, Tropical Iceberg, Flavoured Ice Cream, Vienna, Masala Tea",1160,677,11-05-2024,Mobile Wallet
392,"Earl Grey Orange Tea, Vanilla Latte, Danish, Cupcake",790,695,18-09-2024,UPI
393,"Chocolate Fantasy Cake Shake, Sandwich, Filter Coffee, Vegan Shake, Cupcake, Black Eye",1200,774,01-07-2024,UPI
394,"Macaron, Donut, Cocoa Fantasy Pastry, Hazelnut Brownie Cake Shake, Eclair, Cheesecake Shake, Scone",1340,4669,14-03-2024,Mobile Wallet
395,"Long Black, Cutlet, Muffin",470,7786,02-06-2024,UPI
396,"Cupcake, Donut, Classic Lemonade, Filter Coffee",500,1850,15-04-2024,Card
397,Peach Iced Tea,230,9345,28-05-2024,Mobile Wallet
398,"Sandwich, Earl Grey Orange Tea, Scone, Gourmet Belgian Hot Chocolate, Ginger Tea, Tropical Iceberg, Crackling Brownie Pastry",1520,8295,09-05-2024,UPI
399,"Green Tea, Iced Coffee, Macaron",600,4512,19-06-2024,Mobile Wallet
400,"Iced Coffee, Earl Grey Orange Tea, Cafe Latte, Iced Mocha, Salad",1150,4032,18-06-2024,Cash
401,"Dark Frappe, Baguette, Vegan Shake, Cappuccino, Popcorn",960,790,17-02-2024,Cash
402,"Quiche, Panini, Red Velvet Cake Shake, Pineapple Delight Pastry, Sandwich, Cutlet, Muffin",1570,195,16-07-2024,UPI
403,"Classic Lemonade, Watermelon Granita, Filter Coffee, Gourmet Belgian Hot Chocolate, Eclair",970,6661,07-05-2024,UPI
404,"Baguette, Cortado, Crunchy Frappe",600,2828,23-11-2024,Card
405,"Bagel, Herbal Tea, Gourmet Belgian Hot Chocolate",650,3128,30-04-2024,Card
406,Flat White,230,2649,27-10-2024,Mobile Wallet
407,"Chocolate Fantasy Cake Shake, Watermelon Granita, Tropical Iceberg",730,3194,03-01-2024,Card
408,"Red Velvet Cake Shake, Cheesecake Shake, Hot Tea Latte",770,9791,03-04-2024,Mobile Wallet
409,"Burrito, Peach Iced Tea, Masala Tea, Gourmet Belgian Hot Chocolate, Panini, Vegan Shake, Vienna, Popcorn",1880,8892,29-02-2024,Card
410,"Brownie, Americano, Black Eye, Breve, Filter Coffee, Gourmet Belgian Cold Chocolate, Pasta",1450,7651,27-10-2024,Mobile Wallet
411,Cocoa Fantasy Pastry,180,3916,14-09-2024,Mobile Wallet
412,"Herbal Tea, Vanilla Cappuccino, Turmeric Ginger Cappuccino, Americano",880,6515,15-01-2024,Card
413,Macchiato,200,3285,02-07-2024,UPI
414,"Black Eye, Vegan Shake, Hazelnut Brownie Cake Shake, Watermelon Granita",930,7551,10-10-2024,UPI
415,"Classic Lemonade, Americano, Granola Bar, Crackling Brownie Pastry, Iced Tea Latte, Hazelnut Brownie Cake Shake, Iced Cappuccino, Masala Tea",1700,2560,29-06-2024,Cash
416,"Iced Coffee, Eclair, Watermelon Granita, Americano, Iced Mocha, Long Black, Gourmet Belgian Cold Chocolate",1600,3449,08-09-2024,Card
417,"Brownie, Red Velvet Cake Shake, Donut, Cake, Scone, Mousse, Hazelnut Brownie Cake Shake, Flavoured Ice Cream",1610,8064,09-01-2024,Card
418,Peach Iced Tea,230,2289,04-05-2024,Card
419,"Brownie, Macchiato, Filter Coffee, Vanilla Latte, Classic Lemonade, Pudding, Danish, Elaichi Tea",1400,7506,01-04-2024,UPI
420,"Iced Coffee, Filter Coffee, Cheesecake Shake, Cocoa Fantasy Pastry, Espresso, Affogato",1160,6996,04-07-2024,UPI
421,"Salad, Gourmet Belgian Hot Chocolate",540,2273,21-09-2024,UPI
422,"Cheesecake Shake, Masala Tea",450,3692,21-12-2024,Mobile Wallet
423,Classic Lemonade,150,9226,01-09-2024,Mobile Wallet
424,"Vanilla Latte, Tacos, Crackling Brownie Pastry",720,4492,21-05-2024,Cash
425,"Cocoa Fantasy Pastry, Vienna, Red Eye, Masala Tea, Herbal Tea, Sandwich, Popcorn",1290,9578,26-09-2024,Mobile Wallet
426,Hazelnut Brownie Cake Shake,280,2657,07-10-2024,Cash
427,"Mousse, Flat White, Chocolate Fantasy Cake Shake, Panini",980,8824,15-08-2024,Card
428,"Vanilla Latte, Alphonso Mango Frappe, Espresso, Long Macchiato",920,9734,04-11-2024,UPI
429,"Masala Tea, Watermelon Granita, Watermelon Mojito, Cortado, Pineapple Delight Pastry, Iced Coffee, Herbal Tea",1440,4721,16-11-2024,Card
430,Iced Mocha,280,5295,13-05-2024,Cash
431,Watermelon Granita,220,4060,29-01-2024,UPI
432,"Brownie, Flat White, Cake, Crunchy Frappe",850,1229,06-11-2024,Mobile Wallet
433,"Iced Latte, Vanilla Latte, Breve, Pizza, Muffin, Cake",1450,8240,07-09-2024,Cash
434,"Danish, Chocolate Fantasy Cake Shake, Eclair",620,7593,07-02-2024,Mobile Wallet
435,"Mousse, Vegan Shake, Elaichi Tea, Dark Frappe, Cupcake, Salad",1260,4807,01-12-2024,Mobile Wallet
436,"Turmeric Ginger Cappuccino, Pudding, Popcorn, Alphonso Mango Frappe, Tacos, Green Tea, Iced Tea Latte",1500,5949,12-12-2024,Cash
437,"Panini, Ginger Tea, Hazelnut Brownie Cake Shake, Cocoa Fantasy Pastry, Donut, Turmeric Ginger Cappuccino, Crackling Brownie Pastry, Red Velvet Cake Shake",1780,6464,15-03-2024,UPI
438,"Granola Bar, Lemon Cake Shake",430,2708,10-02-2024,UPI
439,"Tacos, Americano, Brioche",570,921,12-05-2024,Cash
440,"Crunchy Frappe, Gourmet Belgian Hot Chocolate, Americano, Baguette, Cake, Tacos",1370,8834,21-12-2024,Mobile Wallet
441,"Lemon Green Coffee, Ginger Tea, Pineapple Delight Pastry, Macaron",810,6410,05-09-2024,Cash
442,"Soup, Burrito, Breve, Peach Iced Tea, Quiche, Crunchy Frappe, Cocoa Fantasy Pastry, Iced Tea Latte",1880,8296,18-11-2024,Card
443,Scone,130,2790,15-05-2024,UPI
444,"Granola Bar, Cafe Latte",410,3498,24-11-2024,Mobile Wallet
445,"Croissant, Dark Frappe, Ginger Tea, Pudding, Elaichi Tea, Bagel, Tacos",1300,1263,09-06-2024,Cash
446,"Green Tea, Popcorn, Red Eye, Crunchy Frappe, Salad, Cocoa Fantasy Pastry, Cupcake, Alphonso Mango Frappe",1520,9960,10-12-2024,Mobile Wallet
447,"Breve, Brioche, Flavoured Ice Cream, Tropical Iceberg",850,8196,27-07-2024,UPI
448,"Espresso, Macaron, Affogato",590,3163,30-10-2024,Card
449,"Cheesecake Shake, Lemon Green Coffee, Vanilla Latte, Vanilla Cappuccino, Cappuccino",1240,9981,15-03-2024,UPI
450,"Iced Tea Latte, Cappuccino",470,6694,25-07-2024,Mobile Wallet
451,"Pasta, Pineapple Delight Pastry, Cupcake",640,8031,21-04-2024,Cash
452,Herbal Tea,180,2589,22-02-2024,Cash
453,"Hot Velvet Coffee, Cocoa Fantasy Pastry, Green Tea, Red Velvet Cake Shake, Macaron, Masala Tea, Pineapple Delight Pastry",1460,1556,08-03-2024,Cash
454,"Pineapple Delight Pastry, Donut",290,9939,07-06-2024,Cash
455,"Popcorn, Macaron, Watermelon Granita, Vanilla Latte, Iced Tea Latte, Pineapple Delight Pastry, Iced Latte, Chocolate Fantasy Cake Shake",1750,2340,29-04-2024,UPI
456,"Donut, Salad, Watermelon Mojito, Hot Tea Latte, Cutlet, Americano, Pasta",1420,4286,09-06-2024,Cash
457,"Granola Bar, Watermelon Mojito, Sandwich, Vienna",920,7170,11-06-2024,UPI
458,"Black Eye, Donut",280,9913,18-09-2024,Mobile Wallet
459,"Vanilla Latte, Flat White, Burrito, Vegan Shake",1050,6543,05-10-2024,Cash
460,"Dark Frappe, Vanilla Cappuccino, Classic Lemonade, Brownie, Red Eye, Flavoured Ice Cream, Gourmet Belgian Hot Chocolate, Iced Cappuccino",1830,2707,13-01-2024,Mobile Wallet
461,"Vienna, Baguette, Red Eye, Iced Tea Latte, Donut, Cupcake",1070,8506,18-11-2024,Mobile Wallet
462,"Danish, Cocoa Fantasy Pastry, Iced Coffee, Hazelnut Brownie Cake Shake, Vanilla Cappuccino, Macchiato, Vegan Shake",1540,1358,19-04-2024,Card
463,"Long Black, Herbal Tea, Cappuccino",600,2201,15-09-2024,Mobile Wallet
464,"Cupcake, Brioche",290,4693,06-07-2024,Mobile Wallet
465,"Filter Coffee, Macaron, Gourmet Belgian Cold Chocolate, Hot Tea Latte, Peach Iced Tea, Cookie, Iced Latte, Crackling Brownie Pastry",1660,2920,01-10-2024,UPI
466,"Tacos, Cake, Green Tea, Danish, Pasta",1120,8075,02-11-2024,Mobile Wallet
467,"Hot Tea Latte, Brownie, Iced Cappuccino",650,5744,01-04-2024,Cash
468,"Red Eye, Iced Cappuccino",460,8834,06-01-2024,Cash
469,"Dark Frappe, Scone, Bagel, Breve, Iced Tea Latte, Salad, Eclair, Lemon Green Coffee",1650,2098,27-06-2024,Cash
470,"Alphonso Mango Frappe, Peach Iced Tea, Popcorn, Burrito, Granola Bar, Tropical Iceberg",1310,1266,16-05-2024,Card
471,"Iced Coffee, Vegan Shake, Lemon Green Coffee, Black Eye, Danish, Green Tea, Panini, Muffin",1640,2107,02-09-2024,Card
472,"Chocolate Fantasy Cake Shake, Cortado, Tacos, Macaron, Long Macchiato",1140,6586,04-02-2024,Card
473,"Peach Iced Tea, Crackling Brownie Pastry, Brownie, Macaron, Lemon Cake Shake, Masala Tea, Herbal Tea, Filter Coffee",1490,6313,12-04-2024,Card
474,"Flat White, Vanilla Latte, Watermelon Mojito, Soup, Long Black, Lemon Green Coffee",1340,7602,30-12-2024,Card
475,"Green Tea, Flat White, Cortado, Burrito, Elaichi Tea, Breve, Watermelon Granita",1530,1226,15-04-2024,Cash
476,"Vanilla Latte, Black Eye, Vienna",690,1197,19-09-2024,Cash
477,"Pineapple Delight Pastry, Flat White, Popcorn, Hot Tea Latte",720,1192,29-01-2024,Card
478,"Americano, Macchiato",380,4562,05-08-2024,Cash
479,"Pizza, Pasta, Granola Bar, Salad, Pineapple Delight Pastry, Hazelnut Brownie Cake Shake, Red Eye, Baguette",1850,4377,11-05-2024,Card
