Date,Ingredients,Quantity Sold,Expiry Date,Promotion
2024-12-30,"Tea, Nuts, Almond Milk, Pineapple",252,2025-02-28,Buy 1 Get 1
2024-01-01,"Almond Milk, Spices, Tea, Herbal Leaves",134,2024-03-01,Loyalty Discount
2024-01-02,Herbal Leaves,462,2024-02-01,New Year Sale
2024-01-03,"Flour, Brownie, Almond Milk, Tomato Sauce",371,2024-03-03,5% Off
2024-01-04,"Ice Cream, Green Tea",309,2024-02-03,Loyalty Discount
2024-01-05,"Cream, Nuts",218,2024-03-05,New Year Sale
2024-01-06,Chocolate,364,2024-03-06,5% Off
2024-01-07,Brownie,221,2024-01-17,10% Off
2024-01-08,Fruits,270,2024-01-15,Free Shipping
2024-01-09,"Cream, Cardamom, Beans",256,2024-02-08,Loyalty Discount
2024-01-10,Brownie,112,2024-01-20,5% Off
2024-01-11,"Lemon, Almond Milk, Vegetables, Cheese",218,2024-01-25,Free Shipping
2024-01-12,Ice Cream,204,2024-02-11,Flash Sale
2024-01-13,Ice Cream,406,2024-02-12,Seasonal Offer
2024-01-14,"Ice Cream, Milk",363,2024-02-13,New Year Sale
2024-01-15,"Pineapple, Eggs, Pasta Sauce",462,2024-02-14,Seasonal Offer
2024-01-16,"Tomato Sauce, Pasta Sauce, Eggs",443,2024-02-15,Bundle Deal
2024-01-17,"Pasta Sauce, Lemon",253,2024-02-16,Seasonal Offer
2024-01-18,"Cardamom, Orange, Cheese, Ice Cream",209,2024-02-17,50% Off Clearance
2024-01-19,"Cinnamon, Cardamom, Vegetables",82,2024-02-18,5% Off
2024-01-20,"Chocolate, Nuts, Cinnamon",345,2024-03-20,Buy 1 Get 1
2024-01-21,"Nuts, Berries",267,2024-03-21,Free Shipping
2024-01-22,"Chocolate, Pineapple, Tomato Sauce, Coffee Beans",283,2024-03-22,Bundle Deal
2024-01-23,"Cheese, Pasta Sauce, Tea",186,2024-02-22,Loyalty Discount
2024-01-24,"Cardamom, Brownie, Herbal Leaves",91,2024-02-23,New Year Sale
2024-01-25,"Vanilla, Eggs",313,2024-03-25,New Year Sale
2024-01-26,"Tomato Sauce, Spices",163,2024-03-26,Loyalty Discount
2024-01-27,Cheese,167,2024-02-10,10% Off
2024-01-28,"Berries, Herbal Leaves, Orange, Sugar",121,2024-03-28,New Year Sale
2024-01-29,"Cinnamon, Green Tea",405,2024-02-28,Free Shipping
2024-01-30,"Pasta Sauce, Fruits, Almond Milk, Chocolate",376,2024-03-30,Loyalty Discount
2024-01-31,Nuts,128,2024-03-31,Loyalty Discount
2024-02-01,"Tomato Sauce, Fruits",179,2024-03-02,Flash Sale
2024-02-02,"Spices, Chocolate, Pineapple",110,2024-04-02,50% Off Clearance
2024-02-03,"Eggs, Tomato Sauce, Lemon",453,2024-03-04,Bundle Deal
2024-02-04,"Milk, Tea, Almond Milk, Vanilla",274,2024-04-04,10% Off
2024-02-05,"Tomato Sauce, Green Tea",447,2024-03-06,Buy 1 Get 1
2024-02-06,Cinnamon,53,2024-03-07,5% Off
2024-02-07,Pineapple,427,2024-02-14,Bundle Deal
2024-02-08,"Chocolate, Brownie, Vegetables, Cream",260,2024-04-08,5% Off
2024-02-09,Cinnamon,401,2024-03-10,Buy 1 Get 1
2024-02-10,"Cheese, Butter, Chocolate",130,2024-04-10,5% Off
2024-02-11,"Tortilla, Ice Cream, Flour, Coffee Beans",294,2024-04-11,Flash Sale
2024-02-12,"Lemon, Milk, Orange, Brownie",317,2024-02-22,Flash Sale
2024-02-13,"Green Tea, Tea",312,2024-03-14,Bundle Deal
2024-02-14,"Herbal Leaves, Green Tea, Spices, Cinnamon",472,2024-04-14,Flash Sale
2024-02-15,"Spices, Herbal Leaves",497,2024-04-15,Loyalty Discount
2024-02-16,"Green Tea, Sugar",317,2024-04-16,50% Off Clearance
2024-02-17,"Pineapple, Pasta Sauce, Cream",195,2024-03-18,Bundle Deal
2024-02-18,"Green Tea, Orange",160,2024-03-19,5% Off
2024-02-19,"Vanilla, Brownie, Herbal Leaves",383,2024-04-19,Bundle Deal
2024-02-20,"Chocolate, Brownie, Vegetables",90,2024-04-20,Bundle Deal
2024-02-21,"Flour, Chocolate",286,2024-04-21,Loyalty Discount
2024-02-22,"Eggs, Ice Cream",314,2024-03-23,Loyalty Discount
2024-02-23,"Tortilla, Almond Milk, Herbal Leaves, Tea",417,2024-03-24,Loyalty Discount
2024-02-24,"Beans, Green Tea, Flour, Fruits",390,2024-04-24,Seasonal Offer
2024-02-25,Coffee Beans,60,2024-03-26,5% Off
2024-02-26,"Lemon, Cheese",187,2024-03-11,50% Off Clearance
2024-02-27,"Vegetables, Pasta Sauce",165,2024-03-28,Bundle Deal
2024-02-28,"Tea, Tomato Sauce",326,2024-03-29,10% Off
2024-02-29,"Almond Milk, Vegetables, Cream",230,2024-03-14,Free Shipping
2024-03-01,Cinnamon,86,2024-03-31,Buy 1 Get 1
2024-03-02,"Nuts, Lemon, Orange, Almond Milk",195,2024-05-01,Flash Sale
2024-03-03,"Orange, Sugar, Butter",300,2024-05-02,Buy 1 Get 1
2024-03-04,"Vanilla, Chocolate",392,2024-05-03,New Year Sale
2024-03-05,"Pineapple, Sugar, Eggs, Cardamom",325,2024-05-04,Buy 1 Get 1
2024-03-06,"Eggs, Butter, Chocolate",54,2024-05-05,Buy 1 Get 1
2024-03-07,"Green Tea, Tea, Mint, Spices",486,2024-05-06,New Year Sale
2024-03-08,"Tortilla, Coffee Beans, Vanilla",428,2024-05-07,Seasonal Offer
2024-03-09,"Tomato Sauce, Berries, Milk",409,2024-04-08,Loyalty Discount
2024-03-10,"Sugar, Cream",65,2024-05-09,10% Off
2024-03-11,Pineapple,104,2024-03-18,5% Off
2024-03-12,"Green Tea, Mint, Pasta Sauce",290,2024-04-11,Free Shipping
2024-03-13,"Almond Milk, Tomato Sauce, Tea",275,2024-04-12,Flash Sale
2024-03-14,Tomato Sauce,431,2024-04-13,Buy 1 Get 1
2024-03-15,"Cheese, Berries, Eggs",500,2024-03-29,New Year Sale
2024-03-16,"Eggs, Vegetables, Tomato Sauce",295,2024-04-15,New Year Sale
2024-03-17,"Berries, Cheese, Tea",108,2024-04-16,Buy 1 Get 1
2024-03-18,"Almond Milk, Cream",444,2024-04-01,Flash Sale
2024-03-19,Green Tea,276,2024-04-18,50% Off Clearance
2024-03-20,"Vegetables, Spices, Almond Milk",279,2024-05-19,5% Off
2024-03-21,"Cream, Coffee Beans",67,2024-04-20,Bundle Deal
2024-03-22,"Berries, Mint, Cream",205,2024-03-29,5% Off
2024-03-23,"Almond Milk, Tortilla, Coffee Beans, Chocolate",162,2024-05-22,Loyalty Discount
2024-03-24,Berries,172,2024-03-31,Free Shipping
2024-03-25,Lemon,469,2024-04-01,Seasonal Offer
2024-03-26,"Flour, Vegetables",396,2024-05-25,New Year Sale
2024-03-27,Vanilla,237,2024-05-26,Seasonal Offer
2024-03-28,"Spices, Beans",317,2024-05-27,Free Shipping
2024-03-29,"Cream, Coffee Beans, Berries",157,2024-04-28,Flash Sale
2024-03-30,"Milk, Spices, Butter, Cheese",91,2024-05-29,50% Off Clearance
2024-03-31,"Eggs, Flour, Orange",460,2024-05-30,5% Off
2024-04-01,"Beans, Tea, Chocolate",410,2024-05-31,Loyalty Discount
2024-04-02,Almond Milk,444,2024-04-16,50% Off Clearance
2024-04-03,"Cheese, Tortilla, Spices",80,2024-06-02,Free Shipping
2024-04-04,"Coffee Beans, Chocolate",130,2024-06-03,Buy 1 Get 1
2024-04-05,Pasta Sauce,230,2024-05-05,Seasonal Offer
2024-04-06,Beans,248,2024-05-06,New Year Sale
2024-04-07,Vanilla,146,2024-06-06,50% Off Clearance
2024-04-08,Ice Cream,53,2024-05-08,Bundle Deal
2024-04-09,"Cheese, Nuts, Lemon, Eggs",389,2024-06-08,New Year Sale
2024-04-10,"Tortilla, Almond Milk, Green Tea, Orange",426,2024-05-10,Free Shipping
2024-04-11,"Tortilla, Coffee Beans",102,2024-05-11,Bundle Deal
2024-04-12,Cream,64,2024-04-19,50% Off Clearance
2024-04-13,Eggs,357,2024-04-27,10% Off
2024-04-14,"Sugar, Tortilla, Fruits",202,2024-06-13,Loyalty Discount
2024-04-15,"Pineapple, Beans, Brownie, Cardamom",320,2024-05-15,Loyalty Discount
2024-04-16,"Cheese, Tomato Sauce",293,2024-05-16,Free Shipping
2024-04-17,Mint,403,2024-04-24,5% Off
2024-04-18,"Milk, Sugar, Tortilla",421,2024-06-17,New Year Sale
2024-04-19,"Tea, Vegetables, Coffee Beans",475,2024-05-19,50% Off Clearance
2024-04-20,"Lemon, Almond Milk",180,2024-05-04,Flash Sale
2024-04-21,"Pineapple, Cheese",478,2024-05-05,Free Shipping
2024-04-22,"Nuts, Eggs",466,2024-06-21,Seasonal Offer
2024-04-23,"Flour, Vanilla, Brownie, Fruits",444,2024-06-22,Loyalty Discount
2024-04-24,"Sugar, Milk",311,2024-06-23,Seasonal Offer
2024-04-25,"Cheese, Lemon, Cream, Mint",422,2024-05-09,Flash Sale
2024-04-26,Almond Milk,199,2024-05-10,Bundle Deal
2024-04-27,"Fruits, Mint",324,2024-05-04,5% Off
2024-04-28,"Tortilla, Beans",160,2024-05-28,Seasonal Offer
2024-04-29,Beans,476,2024-05-29,New Year Sale
2024-04-30,"Orange, Eggs, Berries, Coffee Beans",472,2024-05-30,Loyalty Discount
2024-05-01,"Coffee Beans, Milk, Fruits, Tea",435,2024-05-31,Free Shipping
2024-05-02,"Vegetables, Beans, Sugar, Butter",315,2024-07-01,Seasonal Offer
2024-05-03,"Beans, Butter, Lemon, Tomato Sauce",154,2024-06-02,Seasonal Offer
2024-05-04,"Pasta Sauce, Brownie, Vegetables",298,2024-06-03,Bundle Deal
2024-05-05,Mint,222,2024-05-12,5% Off
2024-05-06,Beans,88,2024-06-05,5% Off
2024-05-07,Beans,318,2024-06-06,Loyalty Discount
2024-05-08,"Chocolate, Nuts, Orange",197,2024-07-07,New Year Sale
2024-05-09,"Mint, Eggs",118,2024-05-23,5% Off
2024-05-10,"Eggs, Cinnamon, Vegetables",317,2024-06-09,Flash Sale
2024-05-11,"Pineapple, Brownie, Cinnamon",80,2024-06-10,Free Shipping
2024-05-12,Brownie,467,2024-05-22,New Year Sale
2024-05-13,"Beans, Green Tea, Fruits",145,2024-06-12,New Year Sale
2024-05-14,"Cheese, Tomato Sauce",70,2024-06-13,Seasonal Offer
2024-05-15,"Herbal Leaves, Butter, Cinnamon",185,2024-06-14,Flash Sale
2024-05-16,Nuts,186,2024-07-15,Buy 1 Get 1
2024-05-17,"Orange, Herbal Leaves, Flour",330,2024-07-16,Free Shipping
2024-05-18,"Coffee Beans, Flour, Vanilla",358,2024-07-17,50% Off Clearance
2024-05-19,"Almond Milk, Pineapple",219,2024-06-02,Seasonal Offer
2024-05-20,"Eggs, Brownie, Herbal Leaves, Orange",79,2024-06-19,Loyalty Discount
2024-05-21,"Berries, Butter, Flour, Pineapple",66,2024-07-20,10% Off
2024-05-22,"Cardamom, Tea, Almond Milk",94,2024-06-21,5% Off
2024-05-23,"Eggs, Milk, Herbal Leaves",272,2024-06-22,Free Shipping
2024-05-24,Almond Milk,121,2024-06-07,New Year Sale
2024-05-25,Almond Milk,473,2024-06-08,10% Off
2024-05-26,Vanilla,97,2024-07-25,Loyalty Discount
2024-05-27,Berries,173,2024-06-03,Loyalty Discount
2024-05-28,"Almond Milk, Green Tea, Vegetables, Cinnamon",50,2024-06-27,50% Off Clearance
2024-05-29,"Butter, Fruits, Ice Cream, Lemon",182,2024-06-28,50% Off Clearance
2024-05-30,Flour,219,2024-07-29,Free Shipping
2024-05-31,"Eggs, Orange",383,2024-06-14,Free Shipping
2024-06-01,"Vegetables, Spices, Fruits",268,2024-07-31,New Year Sale
2024-06-02,"Eggs, Tortilla, Pasta Sauce",348,2024-07-02,50% Off Clearance
2024-06-03,Spices,264,2024-08-02,Loyalty Discount
2024-06-04,"Cinnamon, Brownie",123,2024-07-04,Seasonal Offer
2024-06-05,"Milk, Brownie, Sugar",375,2024-08-04,10% Off
2024-06-06,"Cream, Vanilla, Chocolate, Fruits",131,2024-08-05,50% Off Clearance
2024-06-07,"Pineapple, Tomato Sauce, Butter, Milk",476,2024-07-07,Bundle Deal
2024-06-08,"Cream, Spices",366,2024-08-07,Free Shipping
2024-06-09,"Nuts, Tea",324,2024-08-08,5% Off
2024-06-10,"Tea, Cardamom, Nuts, Herbal Leaves",484,2024-08-09,Buy 1 Get 1
2024-06-11,Herbal Leaves,402,2024-07-11,Flash Sale
2024-06-12,"Orange, Fruits, Nuts",316,2024-08-11,Buy 1 Get 1
2024-06-13,"Vanilla, Ice Cream, Herbal Leaves",320,2024-08-12,Buy 1 Get 1
2024-06-14,"Berries, Cream",477,2024-06-21,Free Shipping
2024-06-15,"Beans, Eggs, Orange, Almond Milk",348,2024-07-15,Loyalty Discount
2024-06-16,"Cream, Milk, Fruits, Cheese",159,2024-06-30,New Year Sale
2024-06-17,"Brownie, Eggs",443,2024-07-01,Seasonal Offer
2024-06-18,Tomato Sauce,363,2024-07-18,Loyalty Discount
2024-06-19,"Green Tea, Coffee Beans, Tomato Sauce, Beans",238,2024-07-19,Seasonal Offer
2024-06-20,"Vegetables, Cardamom",231,2024-07-20,Seasonal Offer
2024-06-21,"Sugar, Milk, Coffee Beans, Lemon",426,2024-08-20,New Year Sale
2024-06-22,"Brownie, Spices",101,2024-08-21,5% Off
2024-06-23,Herbal Leaves,268,2024-07-23,Flash Sale
2024-06-24,"Lemon, Cream",462,2024-07-01,Bundle Deal
2024-06-25,"Spices, Pineapple",348,2024-08-24,Bundle Deal
2024-06-26,"Cardamom, Fruits",364,2024-07-26,Bundle Deal
2024-06-27,"Vegetables, Herbal Leaves",190,2024-07-27,50% Off Clearance
2024-06-28,"Vanilla, Herbal Leaves, Vegetables, Beans",353,2024-08-27,50% Off Clearance
2024-06-29,Vanilla,118,2024-08-28,5% Off
2024-06-30,Milk,301,2024-07-07,5% Off
2024-07-01,"Orange, Milk, Tortilla, Brownie",321,2024-07-16,Seasonal Offer
2024-07-02,"Nuts, Cinnamon",303,2024-08-31,Seasonal Offer
2024-07-03,"Pineapple, Almond Milk",431,2024-07-17,New Year Sale
2024-07-04,"Flour, Spices, Almond Milk",363,2024-09-02,Flash Sale
2024-07-05,"Beans, Cheese, Tea, Vegetables",94,2024-08-04,Loyalty Discount
2024-07-06,"Nuts, Flour",162,2024-09-04,Flash Sale
2024-07-07,"Berries, Pasta Sauce, Pineapple, Green Tea",442,2024-08-06,50% Off Clearance
2024-07-08,"Chocolate, Beans",101,2024-09-06,Seasonal Offer
2024-07-09,"Ice Cream, Coffee Beans",406,2024-08-08,Buy 1 Get 1
2024-07-10,"Vanilla, Vegetables, Pasta Sauce, Herbal Leaves",293,2024-09-08,5% Off
2024-07-11,"Coffee Beans, Cardamom",282,2024-08-10,Bundle Deal
2024-07-12,"Cream, Sugar, Cheese",224,2024-09-10,Free Shipping
2024-07-13,"Green Tea, Berries, Tea",310,2024-08-12,Flash Sale
2024-07-14,"Orange, Tea, Ice Cream",427,2024-08-13,Flash Sale
2024-07-15,"Fruits, Cinnamon, Butter, Beans",188,2024-08-14,Bundle Deal
2024-07-16,Coffee Beans,228,2024-08-15,Seasonal Offer
2024-07-17,"Pasta Sauce, Butter",427,2024-08-16,Seasonal Offer
2024-07-18,"Eggs, Almond Milk",296,2024-08-01,Free Shipping
2024-07-19,Spices,312,2024-09-17,5% Off
2024-07-20,"Pineapple, Mint, Green Tea, Chocolate",253,2024-09-18,Free Shipping
2024-07-21,"Cream, Brownie, Tortilla",211,2024-08-05,5% Off
2024-07-22,"Cinnamon, Pasta Sauce",497,2024-08-21,Seasonal Offer
2024-07-23,"Berries, Nuts",421,2024-09-21,Bundle Deal
2024-07-24,"Ice Cream, Nuts, Spices, Cardamom",157,2024-09-22,5% Off
2024-07-25,"Tea, Tortilla",447,2024-08-24,Flash Sale
2024-07-26,"Chocolate, Lemon",181,2024-09-24,Free Shipping
2024-07-27,"Herbal Leaves, Sugar, Cinnamon, Spices",201,2024-09-25,New Year Sale
2024-07-28,Pasta Sauce,360,2024-08-27,Flash Sale
2024-07-29,Cheese,462,2024-08-12,New Year Sale
2024-07-30,"Mint, Orange",371,2024-08-06,50% Off Clearance
2024-07-31,"Tortilla, Orange, Sugar",384,2024-09-29,Loyalty Discount
2024-08-01,"Milk, Vanilla",84,2024-09-30,10% Off
2024-08-02,"Beans, Berries",375,2024-09-01,50% Off Clearance
2024-08-03,Green Tea,195,2024-09-02,10% Off
2024-08-04,"Spices, Eggs, Cream, Pineapple",123,2024-10-03,Flash Sale
2024-08-05,"Fruits, Almond Milk",121,2024-08-19,Loyalty Discount
2024-08-06,"Flour, Mint, Lemon, Vegetables",245,2024-10-05,Flash Sale
2024-08-07,"Green Tea, Cardamom, Cinnamon",115,2024-09-06,50% Off Clearance
2024-08-08,"Mint, Ice Cream",414,2024-09-07,10% Off
2024-08-09,Butter,211,2024-08-23,Flash Sale
2024-08-10,"Tomato Sauce, Cheese, Orange",51,2024-09-09,10% Off
2024-08-11,"Nuts, Vanilla, Pineapple, Cheese",138,2024-10-10,Buy 1 Get 1
2024-08-12,"Chocolate, Orange, Cream, Eggs",374,2024-10-11,Bundle Deal
2024-08-13,"Coffee Beans, Butter, Orange, Chocolate",202,2024-10-12,10% Off
2024-08-14,"Green Tea, Coffee Beans",87,2024-09-13,50% Off Clearance
2024-08-15,"Tea, Orange, Tortilla",56,2024-09-14,10% Off
2024-08-16,"Pasta Sauce, Almond Milk, Eggs, Sugar",159,2024-10-15,Free Shipping
2024-08-17,Butter,414,2024-08-31,Bundle Deal
2024-08-18,Lemon,341,2024-08-25,Loyalty Discount
2024-08-19,"Flour, Coffee Beans, Cheese",235,2024-10-18,10% Off
2024-08-20,"Green Tea, Eggs, Herbal Leaves",250,2024-09-19,5% Off
2024-08-21,Tomato Sauce,400,2024-09-20,Loyalty Discount
2024-08-22,"Pineapple, Berries, Ice Cream",453,2024-09-21,Free Shipping
2024-08-23,"Coffee Beans, Cheese, Vanilla",238,2024-10-22,50% Off Clearance
2024-08-24,"Sugar, Nuts, Cream, Pineapple",373,2024-10-23,10% Off
2024-08-25,"Beans, Ice Cream, Vanilla, Green Tea",133,2024-10-24,Flash Sale
2024-08-26,Brownie,271,2024-09-05,Free Shipping
2024-08-27,"Cardamom, Brownie, Cream, Ice Cream",333,2024-09-26,5% Off
2024-08-28,Beans,375,2024-09-27,Free Shipping
2024-08-29,Sugar,211,2024-10-28,Loyalty Discount
2024-08-30,Ice Cream,376,2024-09-29,Loyalty Discount
2024-08-31,Flour,424,2024-10-30,Loyalty Discount
2024-09-01,"Berries, Chocolate, Butter",495,2024-10-31,Loyalty Discount
2024-09-02,"Milk, Spices",137,2024-11-01,Loyalty Discount
2024-09-03,"Vanilla, Butter, Ice Cream, Almond Milk",269,2024-11-02,10% Off
2024-09-04,Lemon,170,2024-09-11,Flash Sale
2024-09-05,Tea,461,2024-10-05,5% Off
2024-09-06,Eggs,364,2024-09-20,Flash Sale
2024-09-07,"Tomato Sauce, Pasta Sauce",188,2024-10-07,Loyalty Discount
2024-09-08,"Tea, Tomato Sauce, Lemon, Sugar",50,2024-11-07,New Year Sale
2024-09-09,"Pasta Sauce, Herbal Leaves, Mint, Butter",314,2024-10-09,New Year Sale
2024-09-10,Cinnamon,328,2024-10-10,5% Off
2024-09-11,Flour,376,2024-11-10,5% Off
2024-09-12,"Green Tea, Cheese, Cardamom, Sugar",231,2024-11-11,Bundle Deal
2024-09-13,"Cardamom, Vegetables",270,2024-10-13,Buy 1 Get 1
2024-09-14,"Herbal Leaves, Chocolate, Mint",204,2024-11-13,Buy 1 Get 1
2024-09-15,Cardamom,197,2024-10-15,New Year Sale
2024-09-16,Chocolate,323,2024-11-15,Loyalty Discount
2024-09-17,"Green Tea, Tea",319,2024-10-17,New Year Sale
2024-09-18,"Pasta Sauce, Eggs, Nuts",88,2024-11-17,Seasonal Offer
2024-09-19,"Tomato Sauce, Almond Milk, Pineapple, Eggs",51,2024-10-19,5% Off
2024-09-20,"Ice Cream, Sugar",208,2024-11-19,Bundle Deal
2024-09-21,"Pasta Sauce, Fruits, Pineapple",476,2024-10-21,Buy 1 Get 1
2024-09-22,Ice Cream,200,2024-10-22,10% Off
2024-09-23,"Nuts, Fruits, Butter",414,2024-11-22,Free Shipping
2024-09-24,"Nuts, Cinnamon",396,2024-11-23,Bundle Deal
2024-09-25,"Vanilla, Orange",157,2024-11-24,50% Off Clearance
2024-09-26,"Cinnamon, Cardamom, Beans",215,2024-10-26,Loyalty Discount
2024-09-27,"Vanilla, Cinnamon, Chocolate, Coffee Beans",92,2024-11-26,Buy 1 Get 1
2024-09-28,Eggs,470,2024-10-12,New Year Sale
2024-09-29,"Berries, Pineapple, Beans, Lemon",331,2024-10-29,Free Shipping
2024-09-30,"Spices, Lemon, Green Tea",237,2024-11-29,5% Off
2024-10-01,"Cinnamon, Pasta Sauce",399,2024-10-31,Bundle Deal
2024-10-02,"Almond Milk, Herbal Leaves, Butter, Cheese",181,2024-11-01,New Year Sale
2024-10-03,"Tomato Sauce, Lemon, Herbal Leaves",331,2024-11-02,50% Off Clearance
2024-10-04,"Orange, Berries, Cinnamon",421,2024-11-03,New Year Sale
2024-10-05,"Cream, Mint",338,2024-10-12,Buy 1 Get 1
2024-10-06,Milk,355,2024-10-13,Flash Sale
2024-10-07,"Pasta Sauce, Green Tea, Coffee Beans",463,2024-11-06,Loyalty Discount
2024-10-08,"Cheese, Lemon, Spices",488,2024-12-07,10% Off
2024-10-09,"Vegetables, Nuts",202,2024-12-08,Bundle Deal
2024-10-10,"Pineapple, Cinnamon",358,2024-11-09,Loyalty Discount
2024-10-11,"Eggs, Green Tea, Nuts",51,2024-12-10,Flash Sale
2024-10-12,"Nuts, Lemon, Cheese, Cream",262,2024-12-11,Flash Sale
2024-10-13,"Spices, Beans",463,2024-12-12,50% Off Clearance
2024-10-14,"Brownie, Eggs, Orange, Mint",451,2024-10-28,Free Shipping
2024-10-15,"Cinnamon, Tortilla, Vanilla, Flour",265,2024-12-14,Seasonal Offer
2024-10-16,"Lemon, Fruits",295,2024-10-23,Loyalty Discount
2024-10-17,"Coffee Beans, Tomato Sauce, Green Tea, Ice Cream",338,2024-11-16,5% Off
2024-10-18,Cream,119,2024-10-25,Free Shipping
2024-10-19,"Vanilla, Vegetables, Eggs, Berries",259,2024-12-18,Flash Sale
2024-10-20,Fruits,127,2024-10-27,Free Shipping
2024-10-21,"Cream, Spices",409,2024-12-20,Bundle Deal
2024-10-22,"Flour, Brownie, Tomato Sauce",258,2024-12-21,New Year Sale
2024-10-23,"Chocolate, Cardamom, Coffee Beans",72,2024-12-22,Flash Sale
2024-10-24,"Cream, Vegetables, Tomato Sauce, Beans",360,2024-11-23,50% Off Clearance
2024-10-25,Vanilla,178,2024-12-24,50% Off Clearance
2024-10-26,"Cinnamon, Green Tea, Pasta Sauce, Cream",135,2024-11-25,Loyalty Discount
2024-10-27,"Lemon, Cardamom, Brownie",349,2024-11-26,5% Off
2024-10-28,"Green Tea, Lemon, Orange",149,2024-11-27,Seasonal Offer
2024-10-29,Pineapple,455,2024-11-05,5% Off
2024-10-30,"Flour, Coffee Beans, Tea",359,2024-12-29,New Year Sale
2024-10-31,Vegetables,490,2024-11-07,Loyalty Discount
2024-11-01,"Sugar, Fruits",65,2024-12-31,Flash Sale
2024-11-02,"Mint, Herbal Leaves",59,2024-12-02,Buy 1 Get 1
2024-11-03,Coffee Beans,319,2024-12-03,Flash Sale
2024-11-04,"Pineapple, Cinnamon",252,2024-12-04,Free Shipping
2024-11-05,Milk,463,2024-11-12,Bundle Deal
2024-11-06,Fruits,402,2024-11-13,Bundle Deal
2024-11-07,Flour,180,2025-01-06,Buy 1 Get 1
2024-11-08,"Green Tea, Pineapple, Almond Milk, Eggs",95,2024-12-08,Buy 1 Get 1
2024-11-09,Tortilla,247,2024-11-24,Buy 1 Get 1
2024-11-10,"Mint, Tomato Sauce, Tortilla, Cheese",153,2024-12-10,Bundle Deal
2024-11-11,"Vegetables, Eggs, Flour, Beans",146,2025-01-10,Seasonal Offer
2024-11-12,"Orange, Lemon, Cardamom",465,2024-12-12,Loyalty Discount
2024-11-13,"Fruits, Cheese, Brownie, Nuts",172,2025-01-12,Flash Sale
2024-11-14,"Berries, Tomato Sauce",95,2024-12-14,Flash Sale
2024-11-15,"Pineapple, Butter, Sugar",188,2025-01-14,5% Off
2024-11-16,Sugar,389,2025-01-15,Buy 1 Get 1
2024-11-17,"Cream, Almond Milk, Vegetables",477,2024-12-01,Bundle Deal
2024-11-18,"Fruits, Cream, Almond Milk, Vanilla",227,2025-01-17,Free Shipping
2024-11-19,"Flour, Eggs, Berries",152,2025-01-18,Buy 1 Get 1
2024-11-20,"Coffee Beans, Spices, Brownie, Chocolate",446,2025-01-19,Buy 1 Get 1
2024-11-21,"Milk, Mint, Vegetables",464,2024-11-28,Bundle Deal
2024-11-22,"Fruits, Flour, Pineapple, Tea",403,2025-01-21,Seasonal Offer
2024-11-23,"Flour, Nuts, Mint",298,2025-01-22,Buy 1 Get 1
2024-11-24,"Tea, Pineapple, Lemon, Beans",422,2024-12-24,Buy 1 Get 1
2024-11-25,"Chocolate, Pineapple",415,2025-01-24,50% Off Clearance
2024-11-26,"Tomato Sauce, Beans, Cinnamon",196,2024-12-26,50% Off Clearance
2024-11-27,Tomato Sauce,342,2024-12-27,New Year Sale
2024-11-28,"Orange, Spices",320,2025-01-27,Free Shipping
2024-11-29,Sugar,326,2025-01-28,New Year Sale
2024-11-30,"Nuts, Cream, Tea",402,2025-01-29,5% Off
2024-12-01,"Beans, Flour",320,2025-01-30,Bundle Deal
2024-12-02,"Fruits, Ice Cream, Tea",319,2025-01-01,Flash Sale
2024-12-03,"Lemon, Chocolate, Pineapple",419,2025-02-01,Seasonal Offer
2024-12-04,"Spices, Tortilla",466,2025-02-02,10% Off
2024-12-05,"Chocolate, Spices, Butter, Lemon",279,2025-02-03,10% Off
2024-12-06,"Cream, Orange",441,2024-12-13,Seasonal Offer
2024-12-07,"Almond Milk, Pineapple, Fruits",51,2024-12-21,Flash Sale
2024-12-08,Cream,336,2024-12-15,5% Off
2024-12-09,"Cardamom, Mint, Chocolate, Flour",299,2025-02-07,Flash Sale
2024-12-10,Orange,298,2024-12-17,Bundle Deal
2024-12-11,"Fruits, Berries, Sugar",379,2025-02-09,5% Off
2024-12-12,Sugar,495,2025-02-10,Flash Sale
2024-12-13,"Sugar, Green Tea",306,2025-02-11,10% Off
2024-12-14,"Vegetables, Orange, Vanilla",434,2025-02-12,10% Off
2024-12-15,"Tea, Orange, Spices",97,2025-02-13,5% Off
2024-12-16,"Tea, Brownie",167,2025-01-15,10% Off
2024-12-17,"Cinnamon, Butter, Almond Milk",356,2025-01-16,Buy 1 Get 1
2024-12-18,"Cinnamon, Vegetables, Cheese, Beans",125,2025-01-17,Buy 1 Get 1
2024-12-19,"Herbal Leaves, Beans",371,2025-01-18,Bundle Deal
2024-12-20,"Chocolate, Pasta Sauce",474,2025-02-18,Bundle Deal
2024-12-21,"Fruits, Vegetables, Almond Milk",90,2025-01-04,New Year Sale
2024-12-22,"Herbal Leaves, Almond Milk, Tea",240,2025-01-21,Seasonal Offer
